,branch,city,cust_type,gender,type,unit_price,quantity,date,time,payment,cost,gross_income,rating,month,day,day_of_week,hour
101,A,Cairo,Normal,Male,Electronic accessories,99.55,7,2019-03-14,12:07:00,Cash,696.85,34.8425,7.6,3,14,3,12
81,B,Ismailia,Normal,Male,Electronic accessories,21.58,9,2019-03-14,12:32:00,Cash,194.22,9.711,7.3,3,14,3,12
446,C,Alexandria,Member,Female,Sports and travel,35.22,6,2019-03-14,13:49:00,eWallet,211.32,10.566,6.5,3,14,3,13
74,A,Cairo,Normal,Female,Electronic accessories,15.69,3,2019-03-14,14:13:00,Credit card,47.07,2.3535,5.8,3,14,3,14
42,A,Cairo,Member,Female,Sports and travel,97.48,9,2019-03-14,14:19:00,eWallet,877.32,43.866,7.4,3,14,3,14
649,B,Ismailia,Member,Male,Health and beauty,82.58,10,2019-03-14,14:41:00,Cash,825.8,41.29,5.0,3,14,3,14
759,C,Alexandria,Member,Male,Sports and travel,42.85,1,2019-03-14,15:36:00,Credit card,42.85,2.1425,9.3,3,14,3,15
488,B,Ismailia,Normal,Female,Food and beverages,53.21,8,2019-03-14,16:45:00,eWallet,425.68,21.284,5.0,3,14,3,16
557,C,Alexandria,Normal,Male,Electronic accessories,27.85,7,2019-03-14,17:20:00,eWallet,194.95,9.7475,6.0,3,14,3,17
880,C,Alexandria,Normal,Male,Home and lifestyle,35.47,4,2019-03-14,17:22:00,Credit card,141.88,7.094,6.9,3,14,3,17
778,C,Alexandria,Normal,Female,Home and lifestyle,70.11,6,2019-03-14,17:54:00,eWallet,420.66,21.033,5.2,3,14,3,17
918,C,Alexandria,Member,Male,Electronic accessories,87.91,5,2019-03-14,18:10:00,eWallet,439.55,21.9775,4.4,3,14,3,18
13,B,Ismailia,Member,Female,Fashion accessories,54.73,7,2019-03-14,19:02:00,Credit card,383.11,19.1555,8.5,3,14,3,19
17,C,Alexandria,Normal,Female,Electronic accessories,51.32,9,2019-03-14,19:33:00,Cash,461.88,23.094,5.6,3,14,3,19
337,C,Alexandria,Normal,Male,Food and beverages,77.56,10,2019-03-14,20:35:00,eWallet,775.6,38.78,6.9,3,14,3,20
612,A,Cairo,Normal,Male,Health and beauty,96.58,2,2019-03-15,10:12:00,Credit card,193.16,9.658,5.1,3,15,4,10
827,B,Ismailia,Normal,Male,Home and lifestyle,13.59,9,2019-03-15,10:26:00,Cash,122.31,6.1155,5.8,3,15,4,10
319,B,Ismailia,Normal,Male,Health and beauty,92.78,1,2019-03-15,10:50:00,Credit card,92.78,4.639,9.8,3,15,4,10
533,B,Ismailia,Member,Female,Electronic accessories,57.49,4,2019-03-15,11:57:00,Cash,229.96,11.498,6.6,3,15,4,11
208,B,Ismailia,Normal,Male,Home and lifestyle,33.2,2,2019-03-15,12:20:00,Credit card,66.4,3.32,4.4,3,15,4,12
595,B,Ismailia,Member,Male,Sports and travel,96.8,3,2019-03-15,13:05:00,Cash,290.4,14.52,5.3,3,15,4,13
64,C,Alexandria,Normal,Male,Home and lifestyle,65.26,8,2019-03-15,14:04:00,eWallet,522.08,26.104,6.3,3,15,4,14
569,B,Ismailia,Normal,Male,Health and beauty,10.75,8,2019-03-15,14:38:00,eWallet,86.0,4.3,6.2,3,15,4,14
321,B,Ismailia,Member,Male,Sports and travel,90.53,8,2019-03-15,14:48:00,Credit card,724.24,36.212,6.5,3,15,4,14
933,A,Cairo,Normal,Male,Health and beauty,24.89,9,2019-03-15,15:36:00,Cash,224.01,11.2005,7.4,3,15,4,15
627,B,Ismailia,Normal,Male,Fashion accessories,27.18,2,2019-03-15,16:26:00,eWallet,54.36,2.718,4.3,3,15,4,16
498,A,Cairo,Member,Female,Fashion accessories,19.66,10,2019-03-15,18:20:00,Credit card,196.6,9.83,7.2,3,15,4,18
737,B,Ismailia,Normal,Male,Sports and travel,34.37,10,2019-03-16,10:11:00,eWallet,343.7,17.185,6.7,3,16,5,10
238,A,Cairo,Normal,Male,Home and lifestyle,23.75,4,2019-03-16,11:22:00,Cash,95.0,4.75,5.2,3,16,5,11
768,A,Cairo,Normal,Female,Food and beverages,63.61,5,2019-03-16,12:43:00,eWallet,318.05,15.9025,4.8,3,16,5,12
124,C,Alexandria,Normal,Male,Fashion accessories,97.26,4,2019-03-16,15:33:00,eWallet,389.04,19.452,6.8,3,16,5,15
588,B,Ismailia,Normal,Male,Sports and travel,74.97,1,2019-03-16,16:58:00,Cash,74.97,3.7485,5.6,3,16,5,16
748,B,Ismailia,Normal,Female,Electronic accessories,95.64,4,2019-03-16,18:51:00,Cash,382.56,19.128,7.9,3,16,5,18
229,C,Alexandria,Normal,Female,Food and beverages,87.8,9,2019-03-16,19:08:00,Cash,790.2,39.51,9.2,3,16,5,19
584,A,Cairo,Normal,Male,Sports and travel,72.5,8,2019-03-16,19:25:00,eWallet,580.0,29.0,9.2,3,16,5,19
641,C,Alexandria,Member,Male,Health and beauty,15.37,2,2019-03-16,19:47:00,Cash,30.74,1.537,7.2,3,16,5,19
59,B,Ismailia,Normal,Female,Home and lifestyle,11.28,9,2019-03-17,11:55:00,Credit card,101.52,5.076,4.3,3,17,6,11
673,B,Ismailia,Normal,Female,Sports and travel,54.51,6,2019-03-17,13:54:00,eWallet,327.06,16.353,7.8,3,17,6,13
137,A,Cairo,Normal,Female,Home and lifestyle,77.47,4,2019-03-17,16:36:00,Cash,309.88,15.494,4.2,3,17,6,16
274,C,Alexandria,Member,Female,Food and beverages,22.62,1,2019-03-17,18:58:00,Cash,22.62,1.131,6.4,3,17,6,18
698,C,Alexandria,Member,Male,Fashion accessories,35.19,10,2019-03-17,19:06:00,Credit card,351.9,17.595,8.4,3,17,6,19
978,A,Cairo,Member,Male,Sports and travel,76.92,10,2019-03-17,19:53:00,eWallet,769.2,38.46,5.6,3,17,6,19
395,B,Ismailia,Normal,Male,Home and lifestyle,99.7,3,2019-03-18,11:29:00,eWallet,299.1,14.955,4.7,3,18,0,11
838,B,Ismailia,Normal,Male,Home and lifestyle,44.12,3,2019-03-18,13:45:00,Credit card,132.36,6.618,7.9,3,18,0,13
186,C,Alexandria,Member,Male,Fashion accessories,91.98,1,2019-03-18,15:29:00,Cash,91.98,4.599,9.8,3,18,0,15
389,C,Alexandria,Member,Female,Fashion accessories,51.47,1,2019-03-18,15:52:00,eWallet,51.47,2.5735,8.5,3,18,0,15
476,A,Cairo,Normal,Female,Sports and travel,33.26,5,2019-03-18,16:10:00,Credit card,166.3,8.315,4.2,3,18,0,16
422,A,Cairo,Normal,Female,Electronic accessories,51.19,4,2019-03-18,17:15:00,Credit card,204.76,10.238,4.7,3,18,0,17
195,C,Alexandria,Member,Female,Home and lifestyle,28.53,10,2019-03-18,17:38:00,eWallet,285.3,14.265,7.8,3,18,0,17
905,A,Cairo,Normal,Male,Electronic accessories,32.71,5,2019-03-19,11:30:00,Credit card,163.55,8.1775,9.9,3,19,1,11
791,A,Cairo,Member,Male,Home and lifestyle,23.29,4,2019-03-19,11:52:00,Credit card,93.16,4.658,5.9,3,19,1,11
271,C,Alexandria,Normal,Female,Electronic accessories,46.2,1,2019-03-19,12:16:00,Cash,46.2,2.31,6.3,3,19,1,12
573,C,Alexandria,Normal,Male,Health and beauty,66.14,4,2019-03-19,12:46:00,Credit card,264.56,13.228,5.6,3,19,1,12
936,A,Cairo,Normal,Female,Electronic accessories,75.06,9,2019-03-19,13:25:00,eWallet,675.54,33.777,6.2,3,19,1,13
540,A,Cairo,Member,Female,Food and beverages,83.34,2,2019-03-19,13:37:00,Cash,166.68,8.334,7.6,3,19,1,13
736,B,Ismailia,Member,Male,Home and lifestyle,38.81,4,2019-03-19,13:40:00,eWallet,155.24,7.762,4.9,3,19,1,13
457,C,Alexandria,Normal,Female,Electronic accessories,26.61,2,2019-03-19,14:35:00,Cash,53.22,2.661,4.2,3,19,1,14
607,A,Cairo,Normal,Female,Fashion accessories,15.5,1,2019-03-19,15:23:00,Credit card,15.5,0.775,7.4,3,19,1,15
65,C,Alexandria,Member,Female,Electronic accessories,88.55,8,2019-03-19,15:29:00,eWallet,708.4,35.42,4.7,3,19,1,15
999,A,Cairo,Normal,Male,Fashion accessories,76.4,9,2019-03-19,15:49:00,eWallet,687.6,34.38,7.5,3,19,1,15
772,C,Alexandria,Member,Female,Home and lifestyle,75.53,4,2019-03-19,15:52:00,eWallet,302.12,15.106,8.3,3,19,1,15
580,C,Alexandria,Member,Female,Fashion accessories,82.63,10,2019-03-19,17:08:00,eWallet,826.3,41.315,7.9,3,19,1,17
752,B,Ismailia,Normal,Male,Health and beauty,30.35,7,2019-03-19,18:19:00,Cash,212.45,10.6225,8.0,3,19,1,18
817,C,Alexandria,Normal,Male,Sports and travel,99.24,9,2019-03-19,19:09:00,eWallet,893.16,44.658,9.0,3,19,1,19
248,B,Ismailia,Member,Male,Fashion accessories,25.42,8,2019-03-19,19:42:00,Credit card,203.36,10.168,6.7,3,19,1,19
440,C,Alexandria,Member,Female,Home and lifestyle,83.17,6,2019-03-20,11:23:00,Cash,499.02,24.951,7.3,3,20,2,11
877,A,Cairo,Normal,Male,Home and lifestyle,93.96,9,2019-03-20,11:32:00,Cash,845.64,42.282,9.8,3,20,2,11
497,A,Cairo,Member,Female,Sports and travel,38.72,9,2019-03-20,12:24:00,eWallet,348.48,17.424,4.2,3,20,2,12
504,B,Ismailia,Normal,Male,Fashion accessories,99.25,2,2019-03-20,13:02:00,Cash,198.5,9.925,9.0,3,20,2,13
684,B,Ismailia,Member,Female,Food and beverages,20.87,3,2019-03-20,13:53:00,Credit card,62.61,3.1305,8.0,3,20,2,13
654,B,Ismailia,Normal,Male,Sports and travel,75.92,8,2019-03-20,14:14:00,Cash,607.36,30.368,5.5,3,20,2,14
828,A,Cairo,Member,Male,Electronic accessories,74.51,6,2019-03-20,15:08:00,eWallet,447.06,22.353,5.0,3,20,2,15
129,A,Cairo,Normal,Male,Food and beverages,43.25,2,2019-03-20,15:56:00,Cash,86.5,4.325,6.2,3,20,2,15
526,C,Alexandria,Member,Male,Fashion accessories,70.99,10,2019-03-20,16:28:00,Cash,709.9,35.495,5.7,3,20,2,16
2,C,Alexandria,Member,Male,Sports and travel,25.25,5,2019-03-20,17:52:00,Cash,126.25,6.3125,6.1,3,20,2,17
44,B,Ismailia,Normal,Male,Home and lifestyle,92.36,5,2019-03-20,19:17:00,eWallet,461.8,23.09,4.9,3,20,2,19
89,B,Ismailia,Member,Male,Food and beverages,79.91,3,2019-03-20,19:28:00,Credit card,239.73,11.9865,5.0,3,20,2,19
417,A,Cairo,Member,Female,Food and beverages,91.61,1,2019-03-20,19:44:00,Cash,91.61,4.5805,9.8,3,20,2,19
581,B,Ismailia,Member,Male,Fashion accessories,33.63,1,2019-03-20,19:55:00,Cash,33.63,1.6815,5.6,3,20,2,19
901,A,Cairo,Member,Male,Sports and travel,44.02,10,2019-03-20,19:57:00,Credit card,440.2,22.01,9.6,3,20,2,19
514,A,Cairo,Member,Female,Electronic accessories,28.45,5,2019-03-21,10:17:00,Credit card,142.25,7.1125,9.1,3,21,3,10
503,A,Cairo,Member,Female,Electronic accessories,26.48,3,2019-03-21,10:40:00,eWallet,79.44,3.972,4.7,3,21,3,10
420,B,Ismailia,Member,Female,Sports and travel,49.49,4,2019-03-21,15:25:00,eWallet,197.96,9.898,6.6,3,21,3,15
434,A,Cairo,Normal,Female,Electronic accessories,90.02,8,2019-03-21,16:08:00,Credit card,720.16,36.008,4.5,3,21,3,16
897,A,Cairo,Member,Male,Home and lifestyle,33.84,9,2019-03-21,16:21:00,eWallet,304.56,15.228,8.8,3,21,3,16
489,C,Alexandria,Normal,Female,Food and beverages,57.29,6,2019-03-21,17:04:00,eWallet,343.74,17.187,5.9,3,21,3,17
712,A,Cairo,Normal,Male,Electronic accessories,95.15,1,2019-03-22,14:00:00,Cash,95.15,4.7575,6.0,3,22,4,14
546,A,Cairo,Normal,Male,Sports and travel,85.91,5,2019-03-22,14:33:00,Credit card,429.55,21.4775,8.6,3,22,4,14
639,B,Ismailia,Member,Female,Fashion accessories,17.87,4,2019-03-22,14:42:00,eWallet,71.48,3.574,6.5,3,22,4,14
872,A,Cairo,Normal,Male,Home and lifestyle,18.28,1,2019-03-22,15:05:00,Credit card,18.28,0.914,8.3,3,22,4,15
550,B,Ismailia,Normal,Male,Sports and travel,37.02,6,2019-03-22,18:33:00,Cash,222.12,11.106,4.5,3,22,4,18
986,A,Cairo,Normal,Female,Food and beverages,56.56,5,2019-03-22,19:06:00,Credit card,282.8,14.14,4.5,3,22,4,19
145,A,Cairo,Member,Female,Home and lifestyle,52.59,8,2019-03-22,19:20:00,Credit card,420.72,21.036,8.5,3,22,4,19
365,B,Ismailia,Member,Female,Sports and travel,88.43,8,2019-03-22,19:35:00,Credit card,707.44,35.372,4.3,3,22,4,19
466,A,Cairo,Normal,Male,Home and lifestyle,50.93,8,2019-03-22,19:36:00,eWallet,407.44,20.372,9.2,3,22,4,19
651,A,Cairo,Normal,Male,Sports and travel,62.13,6,2019-03-22,20:19:00,Cash,372.78,18.639,7.4,3,22,4,20
942,A,Cairo,Normal,Female,Home and lifestyle,25.29,1,2019-03-23,10:13:00,eWallet,25.29,1.2645,6.1,3,23,5,10
956,A,Cairo,Normal,Male,Food and beverages,52.75,3,2019-03-23,10:16:00,eWallet,158.25,7.9125,9.3,3,23,5,10
937,A,Cairo,Member,Male,Sports and travel,15.5,10,2019-03-23,10:55:00,eWallet,155.0,7.75,8.0,3,23,5,10
786,C,Alexandria,Normal,Male,Home and lifestyle,55.61,7,2019-03-23,12:41:00,Cash,389.27,19.4635,8.5,3,23,5,12
983,A,Cairo,Member,Female,Electronic accessories,73.47,10,2019-03-23,13:14:00,eWallet,734.7,36.735,9.5,3,23,5,13
467,C,Alexandria,Member,Male,Fashion accessories,67.39,7,2019-03-23,13:23:00,eWallet,471.73,23.5865,6.9,3,23,5,13
289,C,Alexandria,Normal,Female,Health and beauty,54.92,8,2019-03-23,13:24:00,eWallet,439.36,21.968,7.6,3,23,5,13
356,C,Alexandria,Member,Female,Home and lifestyle,81.2,7,2019-03-23,15:59:00,Credit card,568.4,28.42,8.1,3,23,5,15
865,A,Cairo,Normal,Male,Fashion accessories,37.15,4,2019-03-23,18:59:00,eWallet,148.6,7.43,8.3,3,23,5,18
382,A,Cairo,Normal,Male,Food and beverages,73.88,6,2019-03-23,19:16:00,eWallet,443.28,22.164,4.4,3,23,5,19
634,B,Ismailia,Member,Female,Fashion accessories,91.54,4,2019-03-23,19:20:00,Credit card,366.16,18.308,4.8,3,23,5,19
460,A,Cairo,Member,Male,Home and lifestyle,65.94,4,2019-03-24,10:29:00,Cash,263.76,13.188,6.0,3,24,6,10
601,C,Alexandria,Normal,Female,Food and beverages,33.98,9,2019-03-24,10:43:00,Cash,305.82,15.291,4.2,3,24,6,10
671,B,Ismailia,Normal,Male,Home and lifestyle,99.92,6,2019-03-24,13:33:00,eWallet,599.52,29.976,7.1,3,24,6,13
913,C,Alexandria,Member,Male,Sports and travel,14.7,5,2019-03-24,13:48:00,eWallet,73.5,3.675,8.5,3,24,6,13
938,B,Ismailia,Normal,Female,Health and beauty,82.88,5,2019-03-24,14:08:00,Credit card,414.4,20.72,6.6,3,24,6,14
290,A,Cairo,Member,Female,Home and lifestyle,70.32,2,2019-03-24,14:22:00,eWallet,140.64,7.032,9.6,3,24,6,14
610,C,Alexandria,Member,Male,Home and lifestyle,74.86,1,2019-03-24,14:49:00,Cash,74.86,3.743,6.9,3,24,6,14
14,C,Alexandria,Member,Female,Home and lifestyle,78.38,4,2019-03-24,17:56:00,Cash,313.52,15.676,7.9,3,24,6,17
763,B,Ismailia,Member,Female,Fashion accessories,58.75,6,2019-03-24,18:14:00,Credit card,352.5,17.625,5.9,3,24,6,18
527,C,Alexandria,Normal,Male,Electronic accessories,64.95,10,2019-03-24,18:27:00,Cash,649.5,32.475,5.2,3,24,6,18
560,B,Ismailia,Normal,Female,Sports and travel,24.77,5,2019-03-24,18:27:00,Cash,123.85,6.1925,8.5,3,24,6,18
323,C,Alexandria,Normal,Male,Fashion accessories,76.52,5,2019-03-25,10:23:00,Cash,382.6,19.13,9.9,3,25,0,10
298,A,Cairo,Member,Male,Electronic accessories,36.36,4,2019-03-25,13:07:00,Cash,145.44,7.272,7.6,3,25,0,13
67,A,Cairo,Normal,Female,Food and beverages,55.39,4,2019-03-25,15:19:00,eWallet,221.56,11.078,8.0,3,25,0,15
328,B,Ismailia,Normal,Male,Electronic accessories,52.89,4,2019-03-25,16:32:00,eWallet,211.56,10.578,6.7,3,25,0,16
222,B,Ismailia,Normal,Female,Sports and travel,93.31,2,2019-03-25,17:53:00,Cash,186.62,9.331,6.3,3,25,0,17
625,A,Cairo,Normal,Female,Health and beauty,15.8,3,2019-03-25,18:02:00,Cash,47.4,2.37,9.5,3,25,0,18
733,C,Alexandria,Normal,Male,Electronic accessories,85.39,7,2019-03-25,18:30:00,eWallet,597.73,29.8865,4.1,3,25,0,18
34,A,Cairo,Member,Male,Electronic accessories,19.32,7,2019-03-25,18:51:00,Cash,135.24,6.762,6.9,3,25,0,18
9,C,Alexandria,Normal,Female,Food and beverages,39.43,6,2019-03-25,20:18:00,Credit card,236.58,11.829,9.4,3,25,0,20
159,C,Alexandria,Normal,Female,Food and beverages,16.31,9,2019-03-26,10:31:00,eWallet,146.79,7.3395,8.4,3,26,1,10
788,B,Ismailia,Normal,Female,Electronic accessories,45.71,3,2019-03-26,10:34:00,Credit card,137.13,6.8565,7.7,3,26,1,10
437,B,Ismailia,Member,Female,Sports and travel,39.12,1,2019-03-26,11:02:00,Credit card,39.12,1.956,9.6,3,26,1,11
600,A,Cairo,Member,Female,Health and beauty,10.69,5,2019-03-26,11:07:00,eWallet,53.45,2.6725,7.6,3,26,1,11
868,A,Cairo,Normal,Female,Health and beauty,64.27,4,2019-03-26,13:54:00,Cash,257.08,12.854,7.7,3,26,1,13
947,C,Alexandria,Member,Male,Electronic accessories,84.25,2,2019-03-26,14:13:00,Credit card,168.5,8.425,5.3,3,26,1,14
931,C,Alexandria,Member,Male,Health and beauty,43.7,2,2019-03-26,18:03:00,Cash,87.4,4.37,4.9,3,26,1,18
826,A,Cairo,Member,Male,Fashion accessories,41.28,3,2019-03-26,18:37:00,Credit card,123.84,6.192,8.5,3,26,1,18
72,C,Alexandria,Member,Male,Fashion accessories,48.71,1,2019-03-26,19:20:00,Cash,48.71,2.4355,4.1,3,26,1,19
477,B,Ismailia,Member,Female,Home and lifestyle,12.29,9,2019-03-26,19:28:00,Credit card,110.61,5.5305,8.0,3,26,1,19
879,A,Cairo,Normal,Male,Fashion accessories,52.38,1,2019-03-26,19:44:00,Cash,52.38,2.619,5.8,3,26,1,19
388,A,Cairo,Member,Male,Electronic accessories,72.2,7,2019-03-26,20:14:00,eWallet,505.4,25.27,4.3,3,26,1,20
615,A,Cairo,Member,Female,Health and beauty,27.73,5,2019-03-26,20:21:00,Credit card,138.65,6.9325,4.2,3,26,1,20
739,C,Alexandria,Member,Male,Fashion accessories,99.82,9,2019-03-27,10:43:00,Cash,898.38,44.919,6.6,3,27,2,10
6,A,Cairo,Member,Male,Home and lifestyle,44.34,2,2019-03-27,11:26:00,Cash,88.68,4.434,5.8,3,27,2,11
164,A,Cairo,Normal,Male,Health and beauty,32.46,8,2019-03-27,13:48:00,Credit card,259.68,12.984,4.9,3,27,2,13
216,A,Cairo,Normal,Female,Food and beverages,52.34,3,2019-03-27,14:03:00,Cash,157.02,7.851,9.2,3,27,2,14
863,B,Ismailia,Member,Male,Electronic accessories,55.67,2,2019-03-27,15:08:00,eWallet,111.34,5.567,6.0,3,27,2,15
94,A,Cairo,Member,Female,Food and beverages,79.54,2,2019-03-27,16:30:00,eWallet,159.08,7.954,6.2,3,27,2,16
83,B,Ismailia,Normal,Male,Food and beverages,32.32,3,2019-03-27,19:11:00,Credit card,96.96,4.848,4.3,3,27,2,19
401,B,Ismailia,Normal,Male,Sports and travel,93.39,6,2019-03-27,19:18:00,eWallet,560.34,28.017,10.0,3,27,2,19
262,B,Ismailia,Member,Female,Food and beverages,29.15,3,2019-03-27,20:29:00,Credit card,87.45,4.3725,7.3,3,27,2,20
657,A,Cairo,Member,Male,Food and beverages,49.38,7,2019-03-27,20:35:00,Credit card,345.66,17.283,7.3,3,27,2,20
656,C,Alexandria,Normal,Female,Electronic accessories,47.65,3,2019-03-28,12:58:00,Credit card,142.95,7.1475,9.5,3,28,3,12
578,B,Ismailia,Normal,Female,Fashion accessories,30.37,3,2019-03-28,13:41:00,eWallet,91.11,4.5555,5.1,3,28,3,13
197,C,Alexandria,Member,Female,Food and beverages,38.6,3,2019-03-28,13:57:00,eWallet,115.8,5.79,7.5,3,28,3,13
398,A,Cairo,Normal,Female,Food and beverages,71.68,3,2019-03-28,15:30:00,Credit card,215.04,10.752,9.2,3,28,3,15
463,A,Cairo,Member,Male,Food and beverages,51.34,5,2019-03-28,15:31:00,Credit card,256.7,12.835,9.1,3,28,3,15
944,A,Cairo,Member,Female,Fashion accessories,71.46,7,2019-03-28,16:06:00,eWallet,500.22,25.011,4.5,3,28,3,16
127,A,Cairo,Normal,Male,Food and beverages,58.26,6,2019-03-28,16:44:00,Cash,349.56,17.478,9.9,3,28,3,16
520,A,Cairo,Normal,Male,Electronic accessories,26.02,7,2019-03-28,17:38:00,Cash,182.14,9.107,5.1,3,28,3,17
534,C,Alexandria,Member,Female,Food and beverages,49.79,4,2019-03-28,19:16:00,Credit card,199.16,9.958,6.4,3,28,3,19
288,A,Cairo,Member,Male,Health and beauty,10.08,7,2019-03-28,20:14:00,Cash,70.56,3.528,4.2,3,28,3,20
832,B,Ismailia,Normal,Male,Health and beauty,87.87,10,2019-03-29,10:25:00,eWallet,878.7,43.935,5.1,3,29,4,10
95,B,Ismailia,Normal,Male,Health and beauty,71.77,7,2019-03-29,14:06:00,Cash,502.39,25.1195,8.9,3,29,4,14
239,B,Ismailia,Member,Male,Health and beauty,61.29,5,2019-03-29,14:28:00,Cash,306.45,15.3225,7.0,3,29,4,14
770,C,Alexandria,Normal,Male,Electronic accessories,28.84,4,2019-03-29,14:44:00,Cash,115.36,5.768,6.4,3,29,4,14
404,B,Ismailia,Member,Male,Health and beauty,54.86,5,2019-03-29,16:48:00,eWallet,274.3,13.715,9.8,3,29,4,16
133,A,Cairo,Member,Female,Home and lifestyle,72.42,3,2019-03-29,16:54:00,eWallet,217.26,10.863,8.2,3,29,4,16
198,C,Alexandria,Member,Male,Electronic accessories,82.34,10,2019-03-29,19:12:00,eWallet,823.4,41.17,4.3,3,29,4,19
902,A,Cairo,Normal,Female,Health and beauty,71.38,10,2019-03-29,19:21:00,Cash,713.8,35.69,5.7,3,29,4,19
322,A,Cairo,Normal,Female,Sports and travel,89.48,5,2019-03-30,10:18:00,Cash,447.4,22.37,7.4,3,30,5,10
241,A,Cairo,Member,Female,Home and lifestyle,34.42,6,2019-03-30,12:45:00,eWallet,206.52,10.326,7.5,3,30,5,12
12,C,Alexandria,Member,Female,Fashion accessories,10.18,8,2019-03-30,12:51:00,Credit card,81.44,4.072,9.5,3,30,5,12
228,A,Cairo,Normal,Female,Sports and travel,40.23,7,2019-03-30,13:22:00,Cash,281.61,14.0805,9.6,3,30,5,13
796,B,Ismailia,Member,Male,Health and beauty,97.22,9,2019-03-30,14:43:00,eWallet,874.98,43.749,6.0,3,30,5,14
843,C,Alexandria,Normal,Male,Health and beauty,70.21,6,2019-03-30,14:58:00,Cash,421.26,21.063,7.4,3,30,5,14
675,B,Ismailia,Member,Male,Food and beverages,93.4,2,2019-03-30,16:34:00,Cash,186.8,9.34,5.5,3,30,5,16
714,A,Cairo,Member,Female,Electronic accessories,64.44,5,2019-03-30,17:04:00,Cash,322.2,16.11,6.6,3,30,5,17
780,B,Ismailia,Member,Male,Health and beauty,72.57,8,2019-03-30,17:58:00,Cash,580.56,29.028,4.6,3,30,5,17
27,C,Alexandria,Member,Female,Food and beverages,72.52,8,2019-03-30,19:26:00,Credit card,580.16,29.008,4.0,3,30,5,19
325,C,Alexandria,Member,Male,Electronic accessories,96.82,3,2019-03-30,20:37:00,Cash,290.46,14.523,6.7,3,30,5,20
